hotel,review,title,rating,date,month,year
Sarova Whitesands Beach Resort & Spa,great hotel room lovely nice size balcony good bed shower pool good choice pool cleanliness temperatures food good vary limit menu ai service good drink choice ai excellent massage spa good seafood restaurant beach exceptional food service mum get tooth abscess whilst quickly get strong painkillers antibiotics,7 day trip,5.0,2017-03-01,3,2017
Sarova Whitesands Beach Resort & Spa,visit sunday pay rat eat food happy service offer comment kid club staff sleep ozone club area sleep relax sit even go continue sleep fact one comment disturb sleep 1pm professional continue way 3pm announce must leave close place assistance kid walk around lie mattresses cushion awake would scroll phone engagement smile supervisor come one point clearly embarrass tell us rest break time regardless,kid club staff terrible,2.0,2017-04-01,4,2017
Sarova Whitesands Beach Resort & Spa,food less satisfactory base amount spend service terrible pick us airport even though guaranteedput us wrong room staff seem care also lose room key take nearly day replace,bad,1.0,2017-04-01,4,2017
Sarova Whitesands Beach Resort & Spa,would love wise woman tell buy cheap buy twice truth im sure correct book holiday jan sale 40 cheaper normal favs one caribbean islands spend money visit caribbean 112 malaria tablets 130 yellow fever 90 kenyan visa thats two us btw still cheaper great deal think could check online ethiopian airlines spend flight away also say ethiopian airlines whilst bad virgin atlantic opinion far superior arrive hotel never see much security pass xray machine metal detectors staff,virgin holiday say,3.0,2017-04-01,4,2017
Sarova Mara Game Camp,stay sarova mara two nights first safari kenya enough time soak awesome place cannot wait return spend time staff shin examples welcome gracious efficient employees cannot praise enough wonderful especially hamad behind bar incredibly talented bonaya sceva entertain us night wonderful music highlight well sit around fire listen beautiful afroamerican folk music beautiful surround food excellent although lot indian food enjoy pasta omelet bar especially kitchen staff friendly see game easy literally pull gate,amaze place incredible staff,5.0,2015-12-01,12,2015
Sarova Mara Game Camp,wonderful tent camp although stay elsewhere resort view animals miss experience set amidst tower tree view lovely garden grind animals restaurant gift shop lobby area strike beautiful food terrific best soup ever make individually specific taste right front buffet tent small cute resort nice base daily safaris balloon flight sunrise savannah highly recommend experience,lovely resort experience,4.0,2015-09-01,9,2015
Sarova Mara Game Camp,nice room wonderful staff excellent service well good food restaurant scenery within great nicely keep lawn forest well ponds walk around facility give sense appreciation need drive far see big 5 also get see young leopard usually difficult spot wild,wonderful,4.0,2015-12-01,12,2015
Sarova Mara Game Camp,service second one service personnel friendly attentive helpful meals serve buffet style hot fresh offer lot options tent comfortable feature full bathroom shower western style toilet camp locate reserve go far enjoy wildlife,wonderful food accommodations,5.0,2015-11-01,11,2015
Sarova Mara Game Camp,amaze stay begin december sarova mara camp truly enjoyable experience worth pay ever come back kenya definitely stay sarova mara camp strongly recommend property anyone seek luxury combine adventure,sarova mara gem bush,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,sarova lion hill 1315th may 2015 team build event room spacious free wifi enjoy game drive watch sunset lion hill lodge african dance even second time sarova lion hill two occasion staff meet friendly available assist,enjoy watch sunset sarova lion hill,4.0,2015-05-01,5,2015
Sarova Stanley,check trip masai mara lake nakuru amboseli park hotel full character architecturally still year 2016 ask porter wipe luggage full dust wc lodge gladly oblige well luggage deliver extremely dirty hence choice use towel wipe dust air condition work well even 2 engineer come access problem yet try breakfast tom morning,sarova hotel,3.0,2016-07-01,7,2016
Sarova Lion Hill Game Lodge,nice experiencewonderful staff unforgettable hospitalityam already plan next visitthey really deserve 5 starsenjoyed variety dish offerso proffesionaland traditional dance,best xmas accomodation,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,spend night experience great room comfortable safe food awesome staff hospitable animals park though many noticeable place great especially family holiday,simple great,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,second visit charm resort first one one night time time enjoy facilities terrific show maasai dance even food fabulous garden beautiful lovely large room patio although nice view first visit staff really sweet friendly especially front desk staff warmly greet friend name every time saw us fact nickname us babs debs something still find cute little things make place stand make feel welcome location nice base couple days larger reserve,wonderful friendly staff,5.0,2015-09-01,9,2015
Sarova Lion Hill Game Lodge,second accommodation safari december 2015 room spacious decorate authentic african style special feature like african dance show even unexpected positive add safari experience duration show 30 minutes free charge could buy dvd performance like sarova keep standards properties wherever africa would recommend type travelers,nice property,5.0,2015-12-01,12,2015
Sarova Stanley,return stanley recently almost 18 months since previous visit find standards slip little areas room 3rd floor overlook kenyatta avenue good size room tiny suffer unacceptable level noise outside traffic higher spec glaze provide room face onto busy highway also find wifi signal weak since stay 2 nights hotel almost full request room change raise comment operations manager room comfortable show age appreciate hotel maintain heritage design style furniture mattresses due overhaul afterall expensive,quite good rest laurels,3.0,2016-07-01,7,2016
